time,gubun,confCase,confCaseRate,death,deathRate,criticalRate
411,20200515T10:00:00Z,60-69,1361,12.35,38,14.62,2.79
412,20200515T10:00:00Z,50-59,1965,17.83,15,5.77,0.76
413,20200515T10:00:00Z,40-49,1453,13.19,3,1.15,0.21
414,20200515T10:00:00Z,30-39,1207,10.95,2,0.77,0.17
415,20200515T10:00:00Z,20-29,3066,27.83,0,0.00,0
416,20200515T10:00:00Z,10-19,617,5.6,0,0.00,0
417,20200515T10:00:00Z,0-9,145,1.32,0,0.00,0
418,20200516T10:00:00Z,남성,4544,41.17,136,51.91,2.99
419,20200516T10:00:00Z,여성,6493,58.83,126,48.09,1.94
420,20200516T10:00:00Z,80 이상,490,4.44,127,48.47,25.92
421,20200516T10:00:00Z,70-79,714,6.47,77,29.39,10.78
422,20200516T10:00:00Z,60-69,1364,12.36,38,14.50,2.79
423,20200516T10:00:00Z,50-59,1966,17.81,15,5.73,0.76
424,20200516T10:00:00Z,40-49,1454,13.17,3,1.15,0.21
425,20200516T10:00:00Z,30-39,1209,10.95,2,0.76,0.17
426,20200516T10:00:00Z,20-29,3074,27.85,0,0.00,0
427,20200516T10:00:00Z,10-19,619,5.61,0,0.00,0
428,20200516T10:00:00Z,0-9,147,1.33,0,0.00,0
429,20200517T10:00:00Z,남성,4549,41.17,136,51.91,2.99
430,20200517T10:00:00Z,여성,6501,58.83,126,48.09,1.94
431,20200517T10:00:00Z,80 이상,490,4.43,127,48.47,25.92
432,20200517T10:00:00Z,70-79,715,6.47,77,29.39,10.77
433,20200517T10:00:00Z,60-69,1364,12.34,38,14.50,2.79
434,20200517T10:00:00Z,50-59,1967,17.8,15,5.73,0.76
435,20200517T10:00:00Z,40-49,1457,13.19,3,1.15,0.21
436,20200517T10:00:00Z,30-39,1211,10.96,2,0.76,0.17
437,20200517T10:00:00Z,20-29,3079,27.86,0,0.00,0
438,20200517T10:00:00Z,10-19,620,5.61,0,0.00,0
439,20200517T10:00:00Z,0-9,147,1.33,0,0.00,0
440,20200518T10:00:00Z,남성,4560,41.21,137,52.09,3
441,20200518T10:00:00Z,여성,6505,58.79,126,47.91,1.94
442,20200518T10:00:00Z,80 이상,490,4.43,127,48.29,25.92
443,20200518T10:00:00Z,70-79,715,6.46,78,29.66,10.91
444,20200518T10:00:00Z,60-69,1365,12.34,38,14.45,2.78
445,20200518T10:00:00Z,50-59,1968,17.79,15,5.70,0.76
446,20200518T10:00:00Z,40-49,1462,13.21,3,1.14,0.21
447,20200518T10:00:00Z,30-39,1215,10.98,2,0.76,0.16
448,20200518T10:00:00Z,20-29,3082,27.85,0,0.00,0
449,20200518T10:00:00Z,10-19,621,5.61,0,0.00,0
450,20200518T10:00:00Z,0-9,147,1.33,0,0.00,0
451,20200519T10:00:00Z,남성,4569,41.24,137,52.09,3
452,20200519T10:00:00Z,여성,6509,58.76,126,47.91,1.94
453,20200519T10:00:00Z,80 이상,490,4.42,127,48.29,25.92
454,20200519T10:00:00Z,70-79,716,6.46,78,29.66,10.89
455,20200519T10:00:00Z,60-69,1368,12.35,38,14.45,2.78
456,20200519T10:00:00Z,50-59,1971,17.79,15,5.70,0.76
457,20200519T10:00:00Z,40-49,1462,13.2,3,1.14,0.21
458,20200519T10:00:00Z,30-39,1215,10.97,2,0.76,0.16
459,20200519T10:00:00Z,20-29,3087,27.87,0,0.00,0
460,20200519T10:00:00Z,10-19,621,5.61,0,0.00,0
461,20200519T10:00:00Z,0-9,148,1.34,0,0.00,0
462,20200520T10:00:00Z,남성,4592,41.33,137,52.09,2.98
463,20200520T10:00:00Z,여성,6518,58.67,126,47.91,1.93
464,20200520T10:00:00Z,80 이상,490,4.41,127,48.29,25.92
465,20200520T10:00:00Z,70-79,717,6.45,78,29.66,10.88
466,20200520T10:00:00Z,60-69,1369,12.32,38,14.45,2.78
467,20200520T10:00:00Z,50-59,1972,17.75,15,5.70,0.76
468,20200520T10:00:00Z,40-49,1468,13.21,3,1.14,0.2
469,20200520T10:00:00Z,30-39,1219,10.97,2,0.76,0.16
470,20200520T10:00:00Z,20-29,3100,27.9,0,0.00,0
471,20200520T10:00:00Z,10-19,627,5.64,0,0.00,0
472,20200520T10:00:00Z,0-9,148,1.33,0,0.00,0
473,20200521T10:00:00Z,남성,4601,41.37,138,52.27,3
474,20200521T10:00:00Z,여성,6521,58.63,126,47.73,1.93
475,20200521T10:00:00Z,80 이상,490,4.41,128,48.48,26.12
476,20200521T10:00:00Z,70-79,717,6.45,78,29.55,10.88
477,20200521T10:00:00Z,60-69,1369,12.31,38,14.39,2.78
478,20200521T10:00:00Z,50-59,1972,17.73,15,5.68,0.76
479,20200521T10:00:00Z,40-49,1471,13.23,3,1.14,0.2
480,20200521T10:00:00Z,30-39,1221,10.98,2,0.76,0.16
481,20200521T10:00:00Z,20-29,3103,27.9,0,0.00,0
482,20200521T10:00:00Z,10-19,631,5.67,0,0.00,0
483,20200521T10:00:00Z,0-9,148,1.33,0,0.00,0
484,20200523T10:00:00Z,남성,4628,41.45,140,52.63,3.03
485,20200523T10:00:00Z,여성,6537,58.55,126,47.37,1.93
486,20200523T10:00:00Z,80 이상,491,4.4,129,48.50,26.27
487,20200523T10:00:00Z,70-79,718,6.43,78,29.32,10.86
488,20200523T10:00:00Z,60-69,1372,12.29,39,14.66,2.84
489,20200523T10:00:00Z,50-59,1983,17.76,15,5.64,0.76
490,20200523T10:00:00Z,40-49,1474,13.2,3,1.13,0.2
491,20200523T10:00:00Z,30-39,1231,11.03,2,0.75,0.16
492,20200523T10:00:00Z,20-29,3113,27.88,0,0.00,0
493,20200523T10:00:00Z,10-19,634,5.68,0,0.00,0
494,20200523T10:00:00Z,0-9,149,1.33,0,0.00,0
495,20200524T10:00:00Z,남성,4643,41.49,140,52.63,3.02
496,20200524T10:00:00Z,여성,6547,58.51,126,47.37,1.92
497,20200524T10:00:00Z,80 이상,491,4.39,129,48.50,26.27
498,20200524T10:00:00Z,70-79,719,6.43,78,29.32,10.85
499,20200524T10:00:00Z,60-69,1375,12.29,39,14.66,2.84
500,20200524T10:00:00Z,50-59,1987,17.76,15,5.64,0.75
501,20200524T10:00:00Z,40-49,1481,13.24,3,1.13,0.2
502,20200524T10:00:00Z,30-39,1235,11.04,2,0.75,0.16
503,20200524T10:00:00Z,20-29,3117,27.86,0,0.00,0
504,20200524T10:00:00Z,10-19,636,5.68,0,0.00,0
505,20200524T10:00:00Z,0-9,149,1.33,0,0.00,0
506,20200525T10:00:00Z,남성,4651,41.5,141,52.81,3.03
507,20200525T10:00:00Z,여성,6555,58.5,126,47.19,1.92
508,20200525T10:00:00Z,80 이상,491,4.38,129,48.31,26.27
509,20200525T10:00:00Z,70-79,719,6.42,79,29.59,10.99
510,20200525T10:00:00Z,60-69,1377,12.29,39,14.61,2.83
511,20200525T10:00:00Z,50-59,1992,17.78,15,5.62,0.75
512,20200525T10:00:00Z,40-49,1483,13.23,3,1.12,0.2
513,20200525T10:00:00Z,30-39,1238,11.05,2,0.75,0.16
514,20200525T10:00:00Z,20-29,3120,27.84,0,0.00,0
515,20200525T10:00:00Z,10-19,637,5.68,0,0.00,0
516,20200525T10:00:00Z,0-9,149,1.33,0,0.00,0
517,20200526T10:00:00Z,남성,4664,41.55,142,52.79,3.04
518,20200526T10:00:00Z,여성,6561,58.45,127,47.21,1.94
519,20200526T10:00:00Z,80 이상,491,4.37,131,48.70,26.68
520,20200526T10:00:00Z,70-79,721,6.42,79,29.37,10.96
521,20200526T10:00:00Z,60-69,1378,12.28,39,14.50,2.83
522,20200526T10:00:00Z,50-59,1996,17.78,15,5.58,0.75
523,20200526T10:00:00Z,40-49,1486,13.24,3,1.12,0.2
524,20200526T10:00:00Z,30-39,1242,11.06,2,0.74,0.16
525,20200526T10:00:00Z,20-29,3123,27.82,0,0.00,0
526,20200526T10:00:00Z,10-19,638,5.68,0,0.00,0
527,20200526T10:00:00Z,0-9,150,1.34,0,0.00,0
528,20200527T10:00:00Z,남성,4680,41.54,142,52.79,3.03
529,20200527T10:00:00Z,여성,6585,58.46,127,47.21,1.93
530,20200527T10:00:00Z,80 이상,492,4.37,131,48.70,26.63
531,20200527T10:00:00Z,70-79,724,6.43,79,29.37,10.91
532,20200527T10:00:00Z,60-69,1386,12.3,39,14.50,2.81
533,20200527T10:00:00Z,50-59,2002,17.77,15,5.58,0.75
534,20200527T10:00:00Z,40-49,1489,13.22,3,1.12,0.2
535,20200527T10:00:00Z,30-39,1248,11.08,2,0.74,0.16
536,20200527T10:00:00Z,20-29,3131,27.79,0,0.00,0
537,20200527T10:00:00Z,10-19,640,5.68,0,0.00,0
538,20200527T10:00:00Z,0-9,153,1.36,0,0.00,0
539,20200528T10:00:00Z,남성,4727,41.67,142,52.79,3
540,20200528T10:00:00Z,여성,6617,58.33,127,47.21,1.92
541,20200528T10:00:00Z,80 이상,492,4.34,131,48.70,26.63
542,20200528T10:00:00Z,70-79,724,6.38,79,29.37,10.91
543,20200528T10:00:00Z,60-69,1392,12.27,39,14.50,2.8
544,20200528T10:00:00Z,50-59,2014,17.75,15,5.58,0.74
545,20200528T10:00:00Z,40-49,1503,13.25,3,1.12,0.2
546,20200528T10:00:00Z,30-39,1274,11.23,2,0.74,0.16
547,20200528T10:00:00Z,20-29,3146,27.73,0,0.00,0
548,20200528T10:00:00Z,10-19,644,5.68,0,0.00,0
549,20200528T10:00:00Z,0-9,155,1.37,0,0.00,0
550,20200529T10:00:00Z,남성,4759,41.74,142,52.79,2.98
551,20200529T10:00:00Z,여성,6643,58.26,127,47.21,1.91
552,20200529T10:00:00Z,80 이상,495,4.34,131,48.70,26.46
553,20200529T10:00:00Z,70-79,724,6.35,79,29.37,10.91
554,20200529T10:00:00Z,60-69,1400,12.28,39,14.50,2.79
555,20200529T10:00:00Z,50-59,2023,17.74,15,5.58,0.74
556,20200529T10:00:00Z,40-49,1513,13.27,3,1.12,0.2
557,20200529T10:00:00Z,30-39,1283,11.25,2,0.74,0.16
558,20200529T10:00:00Z,20-29,3158,27.7,0,0.00,0
559,20200529T10:00:00Z,10-19,650,5.7,0,0.00,0
560,20200529T10:00:00Z,0-9,156,1.37,0,0.00,0
561,20200530T10:00:00Z,남성,4780,41.78,142,52.79,2.97
562,20200530T10:00:00Z,여성,6661,58.22,127,47.21,1.91
563,20200530T10:00:00Z,80 이상,498,4.35,131,48.70,26.31
564,20200530T10:00:00Z,70-79,725,6.34,79,29.37,10.9
565,20200530T10:00:00Z,60-69,1404,12.27,39,14.50,2.78
566,20200530T10:00:00Z,50-59,2033,17.77,15,5.58,0.74
567,20200530T10:00:00Z,40-49,1517,13.26,3,1.12,0.2
568,20200530T10:00:00Z,30-39,1285,11.23,2,0.74,0.16
569,20200530T10:00:00Z,20-29,3167,27.68,0,0.00,0
570,20200530T10:00:00Z,10-19,655,5.73,0,0.00,0
571,20200530T10:00:00Z,0-9,157,1.37,0,0.00,0
572,20200531T10:00:00Z,남성,4795,41.81,143,52.96,2.98
573,20200531T10:00:00Z,여성,6673,58.19,127,47.04,1.9
574,20200531T10:00:00Z,80 이상,498,4.34,131,48.52,26.31
575,20200531T10:00:00Z,70-79,725,6.32,80,29.63,11.03
576,20200531T10:00:00Z,60-69,1405,12.25,39,14.44,2.78
577,20200531T10:00:00Z,50-59,2039,17.78,15,5.56,0.74
578,20200531T10:00:00Z,40-49,1521,13.26,3,1.11,0.2
579,20200531T10:00:00Z,30-39,1292,11.27,2,0.74,0.15
580,20200531T10:00:00Z,20-29,3176,27.69,0,0.00,0
581,20200531T10:00:00Z,10-19,655,5.71,0,0.00,0
582,20200531T10:00:00Z,0-9,157,1.37,0,0.00,0
583,20200602T10:00:00Z,남성,4829,41.84,144,52.94,2.98
584,20200602T10:00:00Z,여성,6712,58.16,128,47.06,1.91
585,20200602T10:00:00Z,80 이상,499,4.32,133,48.90,26.65
586,20200602T10:00:00Z,70-79,732,6.34,80,29.41,10.93
587,20200602T10:00:00Z,60-69,1421,12.31,39,14.34,2.74
588,20200602T10:00:00Z,50-59,2061,17.86,15,5.51,0.73
589,20200602T10:00:00Z,40-49,1529,13.25,3,1.10,0.2
590,20200602T10:00:00Z,30-39,1299,11.26,2,0.74,0.15
591,20200602T10:00:00Z,20-29,3183,27.58,0,0.00,0
592,20200602T10:00:00Z,10-19,659,5.71,0,0.00,0
593,20200602T10:00:00Z,0-9,158,1.37,0,0.00,0
594,20200603T10:00:00Z,남성,4852,41.86,145,53.11,2.99
595,20200603T10:00:00Z,여성,6738,58.14,128,46.89,1.9
596,20200603T10:00:00Z,80 이상,499,4.31,133,48.72,26.65
597,20200603T10:00:00Z,70-79,738,6.37,81,29.67,10.98
598,20200603T10:00:00Z,60-69,1436,12.39,39,14.29,2.72
599,20200603T10:00:00Z,50-59,2070,17.86,15,5.49,0.72
600,20200603T10:00:00Z,40-49,1534,13.24,3,1.10,0.2
601,20200603T10:00:00Z,30-39,1305,11.26,2,0.73,0.15
602,20200603T10:00:00Z,20-29,3188,27.51,0,0.00,0
603,20200603T10:00:00Z,10-19,661,5.7,0,0.00,0
604,20200603T10:00:00Z,0-9,159,1.37,0,0.00,0
605,20200604T10:00:00Z,남성,4872,41.9,145,53.11,2.98
606,20200604T10:00:00Z,여성,6757,58.1,128,46.89,1.89
607,20200604T10:00:00Z,80 이상,502,4.32,133,48.72,26.49
608,20200604T10:00:00Z,70-79,744,6.4,81,29.67,10.89
609,20200604T10:00:00Z,60-69,1445,12.43,39,14.29,2.7
610,20200604T10:00:00Z,50-59,2079,17.88,15,5.49,0.72
611,20200604T10:00:00Z,40-49,1537,13.22,3,1.10,0.2
612,20200604T10:00:00Z,30-39,1308,11.25,2,0.73,0.15
613,20200604T10:00:00Z,20-29,3193,27.46,0,0.00,0
614,20200604T10:00:00Z,10-19,661,5.68,0,0.00,0
615,20200604T10:00:00Z,0-9,160,1.38,0,0.00,0
616,20200605T10:00:00Z,남성,4893,41.94,145,53.11,2.96
617,20200605T10:00:00Z,여성,6775,58.06,128,46.89,1.89
618,20200605T10:00:00Z,80 이상,504,4.32,133,48.72,26.39
619,20200605T10:00:00Z,70-79,751,6.44,81,29.67,10.79
620,20200605T10:00:00Z,60-69,1455,12.47,39,14.29,2.68
621,20200605T10:00:00Z,50-59,2086,17.88,15,5.49,0.72
622,20200605T10:00:00Z,40-49,1540,13.2,3,1.10,0.19
623,20200605T10:00:00Z,30-39,1310,11.23,2,0.73,0.15
624,20200605T10:00:00Z,20-29,3198,27.41,0,0.00,0
625,20200605T10:00:00Z,10-19,663,5.68,0,0.00,0
626,20200605T10:00:00Z,0-9,161,1.38,0,0.00,0
627,20200606T10:00:00Z,남성,4920,41.98,145,53.11,2.95
628,20200606T10:00:00Z,여성,6799,58.02,128,46.89,1.88
629,20200606T10:00:00Z,80 이상,507,4.33,133,48.72,26.23
630,20200606T10:00:00Z,70-79,759,6.48,81,29.67,10.67
631,20200606T10:00:00Z,60-69,1464,12.49,39,14.29,2.66
632,20200606T10:00:00Z,50-59,2094,17.87,15,5.49,0.72
633,20200606T10:00:00Z,40-49,1551,13.23,3,1.10,0.19
634,20200606T10:00:00Z,30-39,1316,11.23,2,0.73,0.15
635,20200606T10:00:00Z,20-29,3200,27.31,0,0.00,0
636,20200606T10:00:00Z,10-19,664,5.67,0,0.00,0
637,20200606T10:00:00Z,0-9,164,1.4,0,0.00,0
638,20200607T10:00:00Z,남성,4950,42.03,145,53.11,2.93
639,20200607T10:00:00Z,여성,6826,57.97,128,46.89,1.88
640,20200607T10:00:00Z,80 이상,509,4.32,133,48.72,26.13
641,20200607T10:00:00Z,70-79,767,6.51,81,29.67,10.56
642,20200607T10:00:00Z,60-69,1476,12.53,39,14.29,2.64
643,20200607T10:00:00Z,50-59,2105,17.88,15,5.49,0.71
644,20200607T10:00:00Z,40-49,1559,13.24,3,1.10,0.19
645,20200607T10:00:00Z,30-39,1322,11.23,2,0.73,0.15
646,20200607T10:00:00Z,20-29,3203,27.2,0,0.00,0
647,20200607T10:00:00Z,10-19,670,5.69,0,0.00,0
648,20200607T10:00:00Z,0-9,165,1.4,0,0.00,0
649,20200608T10:00:00Z,남성,4962,42,145,53.11,2.92
650,20200608T10:00:00Z,여성,6852,58,128,46.89,1.87
651,20200608T10:00:00Z,80 이상,512,4.33,133,48.72,25.98
652,20200608T10:00:00Z,70-79,770,6.52,81,29.67,10.52
653,20200608T10:00:00Z,60-69,1487,12.59,39,14.29,2.62
654,20200608T10:00:00Z,50-59,2111,17.87,15,5.49,0.71
655,20200608T10:00:00Z,40-49,1564,13.24,3,1.10,0.19
656,20200608T10:00:00Z,30-39,1324,11.21,2,0.73,0.15
657,20200608T10:00:00Z,20-29,3208,27.15,0,0.00,0
658,20200608T10:00:00Z,10-19,672,5.69,0,0.00,0
659,20200608T10:00:00Z,0-9,166,1.41,0,0.00,0
660,20200609T10:00:00Z,남성,4980,42.02,146,53.28,2.93
661,20200609T10:00:00Z,여성,6872,57.98,128,46.72,1.86
662,20200609T10:00:00Z,80 이상,517,4.36,134,48.91,25.92
663,20200609T10:00:00Z,70-79,775,6.54,81,29.56,10.45
664,20200609T10:00:00Z,60-69,1496,12.62,39,14.23,2.61
665,20200609T10:00:00Z,50-59,2121,17.9,15,5.47,0.71
666,20200609T10:00:00Z,40-49,1568,13.23,3,1.09,0.19
667,20200609T10:00:00Z,30-39,1326,11.19,2,0.73,0.15
668,20200609T10:00:00Z,20-29,3211,27.09,0,0.00,0
669,20200609T10:00:00Z,10-19,672,5.67,0,0.00,0
670,20200609T10:00:00Z,0-9,166,1.4,0,0.00,0
671,20200610T10:00:00Z,남성,5002,42.03,147,53.26,2.94
672,20200610T10:00:00Z,여성,6900,57.97,129,46.74,1.87
673,20200610T10:00:00Z,80 이상,518,4.35,136,49.28,26.25
674,20200610T10:00:00Z,70-79,782,6.57,81,29.35,10.36
675,20200610T10:00:00Z,60-69,1512,12.7,39,14.13,2.58
676,20200610T10:00:00Z,50-59,2128,17.88,15,5.43,0.7
677,20200610T10:00:00Z,40-49,1569,13.18,3,1.09,0.19
678,20200610T10:00:00Z,30-39,1335,11.22,2,0.72,0.15
679,20200610T10:00:00Z,20-29,3217,27.03,0,0.00,0
680,20200610T10:00:00Z,10-19,674,5.66,0,0.00,0
681,20200610T10:00:00Z,0-9,167,1.4,0,0.00,0
682,20200611T10:00:00Z,남성,5030,42.1,147,53.26,2.92
683,20200611T10:00:00Z,여성,6917,57.9,129,46.74,1.86
684,20200611T10:00:00Z,80 이상,519,4.34,136,49.28,26.2
685,20200611T10:00:00Z,70-79,787,6.59,81,29.35,10.29
686,20200611T10:00:00Z,60-69,1517,12.7,39,14.13,2.57
687,20200611T10:00:00Z,50-59,2137,17.89,15,5.43,0.7
688,20200611T10:00:00Z,40-49,1574,13.17,3,1.09,0.19
689,20200611T10:00:00Z,30-39,1345,11.26,2,0.72,0.15
690,20200611T10:00:00Z,20-29,3223,26.98,0,0.00,0
691,20200611T10:00:00Z,10-19,677,5.67,0,0.00,0
692,20200611T10:00:00Z,0-9,168,1.41,0,0.00,0
693,20200612T10:00:00Z,남성,5030,42.1,147,53.26,2.92
694,20200612T10:00:00Z,여성,6917,57.9,129,46.74,1.86
695,20200612T10:00:00Z,80 이상,519,4.34,136,49.28,26.2
696,20200612T10:00:00Z,70-79,787,6.59,81,29.35,10.29
697,20200612T10:00:00Z,60-69,1517,12.7,39,14.13,2.57
698,20200612T10:00:00Z,50-59,2137,17.89,15,5.43,0.7
699,20200612T10:00:00Z,40-49,1574,13.17,3,1.09,0.19
700,20200612T10:00:00Z,30-39,1345,11.26,2,0.72,0.15
701,20200612T10:00:00Z,20-29,3223,26.98,0,0.00,0
702,20200612T10:00:00Z,10-19,677,5.67,0,0.00,0
703,20200612T10:00:00Z,0-9,168,1.41,0,0.00,0
704,20200613T10:00:00Z,남성,5081,42.16,147,53.07,2.89
705,20200613T10:00:00Z,여성,6970,57.84,130,46.93,1.87
706,20200613T10:00:00Z,80 이상,530,4.4,136,49.10,25.66
707,20200613T10:00:00Z,70-79,796,6.61,81,29.24,10.18
708,20200613T10:00:00Z,60-69,1538,12.76,40,14.44,2.6
709,20200613T10:00:00Z,50-59,2163,17.95,15,5.42,0.69
710,20200613T10:00:00Z,40-49,1578,13.09,3,1.08,0.19
711,20200613T10:00:00Z,30-39,1354,11.24,2,0.72,0.15
712,20200613T10:00:00Z,20-29,3243,26.91,0,0.00,0
713,20200613T10:00:00Z,10-19,681,5.65,0,0.00,0
714,20200613T10:00:00Z,0-9,168,1.39,0,0.00,0
715,20200614T10:00:00Z,남성,5097,42.18,147,53.07,2.88
716,20200614T10:00:00Z,여성,6988,57.82,130,46.93,1.86
717,20200614T10:00:00Z,80 이상,531,4.39,136,49.10,25.61
718,20200614T10:00:00Z,70-79,797,6.59,81,29.24,10.16
719,20200614T10:00:00Z,60-69,1546,12.79,40,14.44,2.59
720,20200614T10:00:00Z,50-59,2170,17.96,15,5.42,0.69
721,20200614T10:00:00Z,40-49,1584,13.11,3,1.08,0.19
722,20200614T10:00:00Z,30-39,1357,11.23,2,0.72,0.15
723,20200614T10:00:00Z,20-29,3251,26.9,0,0.00,0
724,20200614T10:00:00Z,10-19,681,5.64,0,0.00,0
725,20200614T10:00:00Z,0-9,168,1.39,0,0.00,0
726,20200616T10:00:00Z,남성,5138,42.27,148,53.24,2.88
727,20200616T10:00:00Z,여성,7017,57.73,130,46.76,1.85
728,20200616T10:00:00Z,80 이상,532,4.38,137,49.28,25.75
729,20200616T10:00:00Z,70-79,805,6.62,81,29.14,10.06
730,20200616T10:00:00Z,60-69,1558,12.82,40,14.39,2.57
731,20200616T10:00:00Z,50-59,2182,17.95,15,5.40,0.69
732,20200616T10:00:00Z,40-49,1599,13.16,3,1.08,0.19
733,20200616T10:00:00Z,30-39,1366,11.24,2,0.72,0.15
734,20200616T10:00:00Z,20-29,3259,26.81,0,0.00,0
735,20200616T10:00:00Z,10-19,682,5.61,0,0.00,0
736,20200616T10:00:00Z,0-9,172,1.42,0,0.00,0
737,20200617T10:00:00Z,남성,5156,42.27,149,53.41,2.89
738,20200617T10:00:00Z,여성,7042,57.73,130,46.59,1.85
739,20200617T10:00:00Z,80 이상,533,4.37,138,49.46,25.89
740,20200617T10:00:00Z,70-79,810,6.64,81,29.03,10
741,20200617T10:00:00Z,60-69,1561,12.8,40,14.34,2.56
742,20200617T10:00:00Z,50-59,2189,17.95,15,5.38,0.69
743,20200617T10:00:00Z,40-49,1601,13.13,3,1.08,0.19
744,20200617T10:00:00Z,30-39,1380,11.31,2,0.72,0.14
745,20200617T10:00:00Z,20-29,3267,26.78,0,0.00,0
746,20200617T10:00:00Z,10-19,683,5.6,0,0.00,0
747,20200617T10:00:00Z,0-9,174,1.43,0,0.00,0
748,20200618T10:00:00Z,남성,5181,42.27,150,53.57,2.9
749,20200618T10:00:00Z,여성,7076,57.73,130,46.43,1.84
750,20200618T10:00:00Z,80 이상,541,4.41,139,49.64,25.69
751,20200618T10:00:00Z,70-79,817,6.67,81,28.93,9.91
752,20200618T10:00:00Z,60-69,1574,12.84,40,14.29,2.54
753,20200618T10:00:00Z,50-59,2198,17.93,15,5.36,0.68
754,20200618T10:00:00Z,40-49,1607,13.11,3,1.07,0.19
755,20200618T10:00:00Z,30-39,1384,11.29,2,0.71,0.14
756,20200618T10:00:00Z,20-29,3277,26.74,0,0.00,0
757,20200618T10:00:00Z,10-19,684,5.58,0,0.00,0
758,20200618T10:00:00Z,0-9,175,1.43,0,0.00,0
759,20200619T10:00:00Z,남성,5206,42.3,150,53.57,2.88
760,20200619T10:00:00Z,여성,7100,57.7,130,46.43,1.83
761,20200619T10:00:00Z,80 이상,542,4.4,139,49.64,25.65
762,20200619T10:00:00Z,70-79,820,6.66,81,28.93,9.88
763,20200619T10:00:00Z,60-69,1585,12.88,40,14.29,2.52
764,20200619T10:00:00Z,50-59,2210,17.96,15,5.36,0.68
765,20200619T10:00:00Z,40-49,1610,13.08,3,1.07,0.19
766,20200619T10:00:00Z,30-39,1393,11.32,2,0.71,0.14
767,20200619T10:00:00Z,20-29,3285,26.69,0,0.00,0
768,20200619T10:00:00Z,10-19,686,5.57,0,0.00,0
769,20200619T10:00:00Z,0-9,175,1.42,0,0.00,0
770,20200620T10:00:00Z,남성,5245,42.39,150,53.57,2.86
771,20200620T10:00:00Z,여성,7128,57.61,130,46.43,1.82
772,20200620T10:00:00Z,80 이상,545,4.4,139,49.64,25.5
773,20200620T10:00:00Z,70-79,823,6.65,81,28.93,9.84
774,20200620T10:00:00Z,60-69,1598,12.92,40,14.29,2.5
775,20200620T10:00:00Z,50-59,2222,17.96,15,5.36,0.68
776,20200620T10:00:00Z,40-49,1618,13.08,3,1.07,0.19
777,20200620T10:00:00Z,30-39,1406,11.36,2,0.71,0.14
778,20200620T10:00:00Z,20-29,3294,26.62,0,0.00,0
779,20200620T10:00:00Z,10-19,690,5.58,0,0.00,0
780,20200620T10:00:00Z,0-9,177,1.43,0,0.00,0
781,20200621T10:00:00Z,남성,5270,42.43,150,53.57,2.85
782,20200621T10:00:00Z,여성,7151,57.57,130,46.43,1.82
783,20200621T10:00:00Z,80 이상,548,4.41,139,49.64,25.36
784,20200621T10:00:00Z,70-79,829,6.67,81,28.93,9.77
785,20200621T10:00:00Z,60-69,1608,12.95,40,14.29,2.49
786,20200621T10:00:00Z,50-59,2230,17.95,15,5.36,0.67
787,20200621T10:00:00Z,40-49,1623,13.07,3,1.07,0.18
788,20200621T10:00:00Z,30-39,1416,11.4,2,0.71,0.14
789,20200621T10:00:00Z,20-29,3299,26.56,0,0.00,0
790,20200621T10:00:00Z,10-19,691,5.56,0,0.00,0
791,20200621T10:00:00Z,0-9,177,1.43,0,0.00,0
792,20200622T11:00:00Z,남성,5279,42.44,150,53.57,2.84
793,20200622T11:00:00Z,여성,7159,57.56,130,46.43,1.82
794,20200622T11:00:00Z,80 이상,548,4.41,139,49.64,25.36
795,20200622T11:00:00Z,70-79,830,6.67,81,28.93,9.76
796,20200622T11:00:00Z,60-69,1610,12.94,40,14.29,2.48
797,20200622T11:00:00Z,50-59,2235,17.97,15,5.36,0.67
798,20200622T11:00:00Z,40-49,1624,13.06,3,1.07,0.18
799,20200622T11:00:00Z,30-39,1420,11.42,2,0.71,0.14
800,20200622T11:00:00Z,20-29,3302,26.55,0,0.00,0
801,20200622T11:00:00Z,10-19,692,5.56,0,0.00,0
802,20200622T11:00:00Z,0-9,177,1.42,0,0.00,0
803,20200623T10:00:00Z,남성,5314,42.57,150,49.83,2.82
804,20200623T10:00:00Z,여성,7170,57.43,151,50.17,2.11
805,20200623T10:00:00Z,80 이상,549,4.4,139,49.47,25.32
806,20200623T10:00:00Z,70-79,834,6.68,81,28.83,9.71
807,20200623T10:00:00Z,60-69,1617,12.95,41,14.59,2.54
808,20200623T10:00:00Z,50-59,2244,17.98,15,5.34,0.67
809,20200623T10:00:00Z,40-49,1633,13.08,3,1.07,0.18
810,20200623T10:00:00Z,30-39,1429,11.45,2,0.71,0.14
811,20200623T10:00:00Z,20-29,3306,26.48,0,0.00,0
812,20200623T10:00:00Z,10-19,692,5.54,0,0.00,0
813,20200623T10:00:00Z,0-9,180,1.44,0,0.00,0
814,20200624T10:00:00Z,남성,5345,42.64,150,53.38,2.81
815,20200624T10:00:00Z,여성,7190,57.36,131,46.62,1.82
816,20200624T10:00:00Z,80 이상,551,4.4,139,49.47,25.23
817,20200624T10:00:00Z,70-79,836,6.67,81,28.83,9.69
818,20200624T10:00:00Z,60-69,1622,12.94,41,14.59,2.53
819,20200624T10:00:00Z,50-59,2254,17.98,15,5.34,0.67
820,20200624T10:00:00Z,40-49,1644,13.12,3,1.07,0.18
821,20200624T10:00:00Z,30-39,1444,11.52,2,0.71,0.14
